fileExtracted,Color0,Color2,Color4,Color8,relevante,topic_covid,topic_econ,delta,omicron,alza_casos,baja_casos,R0,R0_2,R0_4,R0_8,lugar
1149_COVID+Oaxaca,3.0,2.0,2.0,1.0,3.0,0.13513873852271524,0.09463596588007256,2,0,6,8,7.0,21.0,15.400000000000002,14.700000000000001,Oaxaca
114_COVID+Baja+California,2.0,2.0,2.0,2.0,14.0,0.23382736174005453,0.10697203027950959,1,0,22,27,7.0,14.0,14.0,14.0,Baja_California
1150_COVID+Oaxaca,3.0,3.0,2.0,2.0,7.0,0.13513873852271524,0.14477278380879371,0,0,4,8,2.5,7.5,7.500000000000001,5.5,Oaxaca
1151_COVID+Oaxaca,3.0,3.0,2.0,2.0,10.0,0.13513873852271524,0.09531510295749379,0,0,1,1,2.5,7.5,7.500000000000001,5.5,Oaxaca
1152_COVID+Oaxaca,3.0,3.0,3.0,2.0,9.0,0.13513873852271524,0.08453409959290246,5,0,11,11,7.0,21.0,21.000000000000004,21.000000000000004,Oaxaca
1153_COVID+Oaxaca,3.0,3.0,2.0,2.0,6.0,0.13513873852271524,0.10444130083450456,0,0,2,8,2.5,7.5,7.500000000000001,5.5,Oaxaca
1154_COVID+Oaxaca,3.0,2.0,3.0,2.0,6.0,0.13513873852271524,0.08860708923341547,0,0,3,11,2.5,7.5,5.5,7.250000000000001,Oaxaca
1155_COVID+Oaxaca,3.0,3.0,3.0,1.0,13.0,0.13513873852271524,0.14477278380879371,0,0,2,5,2.5,7.5,7.500000000000001,7.500000000000001,Oaxaca
1156_COVID+Oaxaca,3.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.12056888333170633,0,0,7,15,2.5,7.5,7.500000000000001,7.500000000000001,Oaxaca
1157_COVID+Oaxaca,3.0,2.0,1.0,1.0,8.0,0.13513873852271524,0.044303544616707734,0,0,1,8,2.5,7.5,5.5,3.25,Oaxaca
1158_COVID+Oaxaca,3.0,3.0,2.0,2.0,5.0,0.13513873852271524,0.10697203027950959,0,0,2,5,2.5,7.5,7.500000000000001,5.5,Oaxaca
1159_COVID+Oaxaca,3.0,2.0,3.0,2.0,6.0,0.13513873852271524,0.08860708923341547,0,0,0,10,2.5,7.5,5.5,7.250000000000001,Oaxaca
115_COVID+Baja+California,2.0,2.0,2.0,2.0,14.5,0.11340142492526675,0.19557911951292506,1,0,11,17,7.0,14.0,14.0,14.0,Baja_California
1160_COVID+Oaxaca,3.0,3.0,3.0,3.0,10.5,0.13513873852271524,0.09778955975646253,0,0,8,10,2.5,7.5,7.500000000000001,7.500000000000001,Oaxaca
1161_COVID+Oaxaca,3.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.10444130083450456,1,0,7,9,7.0,21.0,21.000000000000004,21.000000000000004,Oaxaca
1162_COVID+Oaxaca,3.0,2.0,2.0,1.0,4.0,0.13513873852271524,0.10191057138949952,3,0,4,4,7.0,21.0,15.400000000000002,14.700000000000001,Oaxaca
1163_COVID+Oaxaca,3.0,4.0,3.0,2.0,7.0,0.13513873852271524,0.14477278380879371,0,0,13,11,2.5,7.5,9.5,7.750000000000002,Oaxaca
1164_COVID+Oaxaca,3.0,4.0,3.0,2.0,7.0,0.13513873852271524,0.09531510295749379,0,0,3,13,2.5,7.5,9.5,7.750000000000002,Oaxaca
1165_COVID+Oaxaca,2.0,2.0,2.0,3.0,6.0,0.13513873852271524,0.08860708923341547,0,0,4,9,2.5,5.0,5.0,5.0,Oaxaca
1166_COVID+Oaxaca,2.0,2.0,2.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,4,7,2.5,5.0,5.0,5.0,Oaxaca
1167_COVID+Oaxaca,2.0,3.0,3.0,2.0,8.0,0.13513873852271524,0.10191057138949952,9,0,8,9,7.0,14.0,19.6,20.300000000000004,Oaxaca
1168_COVID+Oaxaca,2.0,3.0,2.0,2.0,7.0,0.13513873852271524,0.12056888333170633,0,0,3,10,2.5,5.0,7.000000000000001,5.25,Oaxaca
1169_COVID+Oaxaca,2.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.17863706189501732,1,0,1,1,7.0,14.0,8.400000000000002,7.700000000000001,Oaxaca
116_COVID+Baja+California,2.0,2.0,2.0,3.0,11.0,0.23829449420574592,0.13433351727830958,4,0,7,15,7.0,14.0,14.0,14.0,Baja_California
1170_COVID+Oaxaca,2.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.08860708923341547,0,0,15,17,2.5,5.0,7.000000000000001,7.250000000000001,Oaxaca
1171_COVID+Oaxaca,2.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.16675646316711965,0,0,3,14,2.5,5.0,7.000000000000001,7.250000000000001,Oaxaca
1172_COVID+Oaxaca,2.0,3.0,2.0,2.0,5.0,0.13513873852271524,0.12056888333170633,0,0,3,7,2.5,5.0,7.000000000000001,5.25,Oaxaca
1173_COVID+Oaxaca,2.0,2.0,2.0,3.0,8.0,0.13513873852271524,0.09861283717349666,0,0,5,6,2.5,5.0,5.0,5.0,Oaxaca
1174_COVID+Oaxaca,2.0,2.0,1.0,1.0,2.0,0.13513873852271524,0.08860708923341547,0,0,5,8,2.5,5.0,5.0,3.0000000000000004,Oaxaca
1175_COVID+Oaxaca,2.0,1.0,1.0,1.0,8.0,0.13513873852271524,0.04023055497619473,0,0,2,7,2.5,5.0,3.0000000000000004,2.75,Oaxaca
1176_COVID+Oaxaca,2.0,1.0,2.0,1.0,5.0,0.13513873852271524,0.08860708923341547,0,0,2,9,2.5,5.0,3.0000000000000004,4.75,Oaxaca
1177_COVID+Oaxaca,2.0,1.0,2.0,1.0,7.0,0.13513873852271524,0.08860708923341547,0,0,3,9,2.5,5.0,3.0000000000000004,4.75,Oaxaca
1178_COVID+Oaxaca,2.0,1.0,1.0,1.0,1.0,0.13513873852271524,0.09531510295749379,1,0,1,4,7.0,14.0,8.400000000000002,7.700000000000001,Oaxaca
1179_COVID+Oaxaca,2.0,3.0,2.0,2.0,6.0,0.13513873852271524,0.10191057138949952,0,0,2,8,2.5,5.0,7.000000000000001,5.25,Oaxaca
117_COVID+Baja+California,1.0,2.0,2.0,2.0,11.0,0.19106829183631985,0.10191057138949952,3,0,10,18,7.0,7.0,12.6,13.3,Baja_California
1180_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.15576462348795667,0,0,1,4,2.5,2.5,2.5,2.5,Oaxaca
1181_COVID+Oaxaca,1.0,1.0,1.0,2.0,2.0,0.13513873852271524,0.10191057138949952,1,1,2,3,10.0,10.0,10.0,10.0,Oaxaca
1182_COVID+Oaxaca,1.0,1.0,1.0,1.0,1.0,0.13513873852271524,0.08860708923341547,0,0,3,3,2.5,2.5,2.5,2.5,Oaxaca
1183_COVID+Oaxaca,1.0,2.0,1.0,1.0,8.0,0.12138081333571865,0.08860708923341547,0,0,3,7,2.5,2.5,4.5,2.75,Oaxaca
1184_COVID+Oaxaca,1.0,1.0,1.0,2.0,3.0,0.13513873852271524,0.10191057138949952,0,0,1,3,2.5,2.5,2.5,2.5,Oaxaca
1185_COVID+Oaxaca,1.0,2.0,3.0,3.0,3.0,0.13513873852271524,0.08860708923341547,4,0,5,9,7.0,7.0,12.6,18.900000000000002,Oaxaca
1186_COVID+Oaxaca,1.0,2.0,1.0,1.0,11.0,0.13513873852271524,0.08860708923341547,0,0,4,10,2.5,2.5,4.5,2.75,Oaxaca
1187_COVID+Oaxaca,1.0,1.0,1.0,3.0,2.0,0.13513873852271524,0.16675646316711965,0,0,0,2,2.5,2.5,2.5,2.5,Oaxaca
1188_COVID+Oaxaca,1.0,1.0,1.0,3.0,2.5,0.13513873852271524,0.10444130083450456,3,0,1,5,7.0,7.0,7.0,7.0,Oaxaca
1189_COVID+Oaxaca,1.0,1.0,1.0,2.0,2.0,0.13513873852271524,0.08860708923341547,2,0,3,4,7.0,7.0,7.0,7.0,Oaxaca
118_COVID+Baja+California,1.0,1.0,1.0,2.0,15.0,0.23382736174005453,0.13686424672331463,6,0,9,25,7.0,7.0,7.0,7.0,Baja_California
1190_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.13267083357025003,1,0,3,8,7.0,7.0,7.0,7.0,Oaxaca
1191_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.10444130083450456,1,0,2,1,7.0,7.0,7.0,7.0,Oaxaca
1192_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.10444130083450456,0,0,0,2,2.5,2.5,2.5,2.5,Oaxaca
1193_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.14477278380879371,3,0,4,9,7.0,7.0,7.0,7.0,Oaxaca
1194_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.14477278380879371,5,0,2,3,7.0,7.0,7.0,7.0,Oaxaca
1195_COVID+Oaxaca,1.0,1.0,1.0,3.0,2.0,0.13513873852271524,0.09531510295749379,0,0,2,8,2.5,2.5,2.5,2.5,Oaxaca
1196_COVID+Oaxaca,1.0,1.0,1.0,1.0,2.0,0.13513873852271524,0.10191057138949952,0,0,2,2,2.5,2.5,2.5,2.5,Oaxaca
1197_COVID+Oaxaca,1.0,1.0,2.0,3.0,3.0,0.13513873852271524,0.10697203027950959,18,0,4,4,7.0,7.0,7.0,12.6,Oaxaca
1198_COVID+Puebla,4.0,3.0,3.0,3.0,7.0,0.09868862321733927,0.08860708923341547,0,0,4,8,2.5,10.0,8.0,7.750000000000002,Puebla
1199_COVID+Puebla,4.0,4.0,4.0,4.0,7.0,0.13513873852271524,0.08860708923341547,0,0,6,15,2.5,10.0,10.0,10.0,Puebla
119_COVID+Baja+California,1.0,1.0,2.0,2.0,13.5,0.23382736174005453,0.11377045680560796,12,0,15,18,7.0,7.0,7.0,12.6,Baja_California
11_COVID+Aguascalientes,3.0,2.0,2.0,2.0,5.5,0.13513873852271524,0.1828073682276885,0,0,4,6,2.5,7.5,5.5,5.25,Aguascalientes
1200_COVID+Puebla,4.0,4.0,4.0,3.0,6.0,0.09868862321733927,0.08860708923341547,0,0,5,9,2.5,10.0,10.0,10.0,Puebla
1201_COVID+Puebla,4.0,3.0,2.0,1.0,10.0,0.13513873852271524,0.08860708923341547,5,0,3,11,7.0,28.0,22.400000000000002,16.1,Puebla
1202_COVID+Puebla,4.0,3.0,3.0,2.0,7.0,0.11804240406409491,0.10191057138949952,0,0,4,15,2.5,10.0,8.0,7.750000000000002,Puebla
1203_COVID+Puebla,4.0,3.0,3.0,3.0,7.0,0.09868862321733927,0.08860708923341547,0,0,3,9,2.5,10.0,8.0,7.750000000000002,Puebla
1204_COVID+Puebla,4.0,4.0,4.0,3.0,6.0,0.13513873852271524,0.08860708923341547,0,0,8,14,2.5,10.0,10.0,10.0,Puebla
1205_COVID+Puebla,4.0,4.0,4.0,4.0,7.0,0.13513873852271524,0.08860708923341547,0,0,10,13,2.5,10.0,10.0,10.0,Puebla
1206_COVID+Puebla,4.0,4.0,4.0,4.0,5.0,0.11691368087002726,0.08860708923341547,0,0,3,8,2.5,10.0,10.0,10.0,Puebla
1207_COVID+Puebla,4.0,3.0,2.0,1.0,8.0,0.12138081333571865,0.0,38,0,2,4,7.0,28.0,22.400000000000002,16.1,Puebla
1208_COVID+Puebla,4.0,3.0,3.0,2.0,6.0,0.12715935011226334,0.09531510295749379,0,0,7,12,2.5,10.0,8.0,7.750000000000002,Puebla
1209_COVID+Puebla,3.0,3.0,2.0,2.0,7.0,0.0,0.08860708923341547,0,0,3,8,2.5,7.5,7.500000000000001,5.5,Puebla
120_COVID+Baja+California,1.0,1.0,2.0,2.0,13.5,0.23382736174005453,0.10444130083450456,12,0,17,30,7.0,7.0,7.0,12.6,Baja_California
1210_COVID+Puebla,3.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.08860708923341547,0,0,10,18,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1211_COVID+Puebla,3.0,3.0,3.0,2.0,6.0,0.09237966861898057,0.08860708923341547,0,0,2,8,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1212_COVID+Puebla,3.0,4.0,3.0,3.0,6.0,0.0,0.08860708923341547,0,0,2,10,2.5,7.5,9.5,7.750000000000002,Puebla
1213_COVID+Puebla,3.0,4.0,3.0,2.0,9.0,0.0,0.0,1,0,6,6,7.0,21.0,26.6,21.700000000000003,Puebla
1214_COVID+Puebla,3.0,3.0,3.0,2.0,8.0,0.0,0.08860708923341547,0,0,3,10,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1215_COVID+Puebla,3.0,3.0,2.0,2.0,6.0,0.09237966861898057,0.08860708923341547,0,0,4,10,2.5,7.5,7.500000000000001,5.5,Puebla
1216_COVID+Puebla,3.0,3.0,3.0,4.0,11.0,0.0,0.08860708923341547,0,0,5,12,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1217_COVID+Puebla,3.0,3.0,3.0,2.0,9.0,0.09981734641140694,0.08860708923341547,0,0,1,10,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1218_COVID+Puebla,3.0,2.0,2.0,1.0,8.0,0.0,0.08860708923341547,4,0,2,7,7.0,21.0,15.400000000000002,14.700000000000001,Puebla
1219_COVID+Puebla,3.0,2.0,2.0,2.0,6.0,0.13513873852271524,0.09196109609545464,0,0,3,5,2.5,7.5,5.5,5.25,Puebla
121_COVID+Baja+California+Sur,4.0,3.0,3.0,4.0,7.0,0.09868862321733927,0.18324305511348804,0,0,8,16,2.5,10.0,8.0,7.750000000000002,Baja_California_Sur
1220_COVID+Puebla,3.0,3.0,3.0,3.0,7.5,0.0,0.09778955975646253,0,0,7,14,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1221_COVID+Puebla,3.0,3.0,3.0,2.0,9.0,0.0,0.08860708923341547,0,0,4,8,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1222_COVID+Puebla,3.0,2.0,2.0,2.0,6.0,0.0,0.08860708923341547,0,0,2,8,2.5,7.5,5.5,5.25,Puebla
1223_COVID+Puebla,3.0,3.0,2.0,2.0,8.0,0.0,0.08860708923341547,0,0,0,7,2.5,7.5,7.500000000000001,5.5,Puebla
1224_COVID+Puebla,3.0,2.0,2.0,2.0,9.5,0.0,0.08860708923341547,0,0,3,7,2.5,7.5,5.5,5.25,Puebla
1225_COVID+Puebla,3.0,3.0,2.0,2.0,8.0,0.11804240406409491,0.08860708923341547,0,0,3,7,2.5,7.5,7.500000000000001,5.5,Puebla
1226_COVID+Puebla,3.0,4.0,3.0,2.0,9.0,0.09237966861898057,0.08860708923341547,13,0,10,8,7.0,21.0,26.6,21.700000000000003,Puebla
1227_COVID+Puebla,3.0,3.0,3.0,2.0,6.0,0.0,0.08860708923341547,0,0,3,11,2.5,7.5,7.500000000000001,7.500000000000001,Puebla
1228_COVID+Puebla,2.0,3.0,3.0,3.0,8.0,0.11691368087002726,0.10191057138949952,0,0,8,8,2.5,5.0,7.000000000000001,7.250000000000001,Puebla
1229_COVID+Puebla,2.0,2.0,2.0,1.0,8.0,0.0,0.04023055497619473,0,0,4,12,2.5,5.0,5.0,5.0,Puebla
122_COVID+Baja+California+Sur,4.0,4.0,4.0,3.0,7.0,0.09868862321733927,0.1701759516608594,2,0,5,13,7.0,28.0,28.0,28.0,Baja_California_Sur
1230_COVID+Puebla,2.0,3.0,4.0,2.0,11.5,0.10315575568303066,0.08860708923341547,11,0,9,7,7.0,14.0,19.6,25.900000000000002,Puebla
1231_COVID+Puebla,2.0,1.0,1.0,2.0,8.0,0.09868862321733927,0.08860708923341547,5,0,3,9,7.0,14.0,8.400000000000002,7.700000000000001,Puebla
1232_COVID+Puebla,2.0,2.0,2.0,3.0,8.0,0.09868862321733927,0.0,0,0,3,7,2.5,5.0,5.0,5.0,Puebla
1233_COVID+Puebla,2.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.08860708923341547,0,0,10,14,2.5,5.0,7.000000000000001,7.250000000000001,Puebla
1234_COVID+Puebla,2.0,1.0,1.0,1.0,8.0,0.0,0.04023055497619473,0,0,0,5,2.5,5.0,3.0000000000000004,2.75,Puebla
1235_COVID+Puebla,2.0,2.0,2.0,2.0,5.0,0.051154215819486815,0.09497553441878318,0,0,2,8,2.5,5.0,5.0,5.0,Puebla
1236_COVID+Puebla,2.0,1.0,1.0,1.0,8.0,0.0,0.08860708923341547,1,0,1,7,7.0,14.0,8.400000000000002,7.700000000000001,Puebla
1237_COVID+Puebla,2.0,2.0,1.0,1.0,8.5,0.0,0.09778955975646253,2,0,5,3,7.0,14.0,14.0,8.400000000000002,Puebla
1238_COVID+Puebla,2.0,2.0,2.0,1.0,8.0,0.0,0.08860708923341547,0,0,2,6,2.5,5.0,5.0,5.0,Puebla
1239_COVID+Puebla,2.0,1.0,1.0,1.0,12.0,0.09237966861898057,0.10191057138949952,0,0,4,10,2.5,5.0,3.0000000000000004,2.75,Puebla
123_COVID+Baja+California+Sur,4.0,4.0,3.0,3.0,10.5,0.20439141833019575,0.22127792280366548,0,0,3,18,2.5,10.0,10.0,8.0,Baja_California_Sur
1240_COVID+Puebla,2.0,2.0,2.0,1.0,8.0,0.0,0.08860708923341547,0,0,2,4,2.5,5.0,5.0,5.0,Puebla
1241_COVID+Puebla,2.0,3.0,4.0,2.0,9.0,0.09868862321733927,0.08860708923341547,14,0,7,9,7.0,14.0,19.6,25.900000000000002,Puebla
1242_COVID+Puebla,2.0,2.0,2.0,2.0,8.0,0.10762288814872205,0.09531510295749379,0,0,5,9,2.5,5.0,5.0,5.0,Puebla
1243_COVID+Puebla,2.0,2.0,1.0,1.0,10.0,0.0,0.0,2,0,3,9,7.0,14.0,14.0,8.400000000000002,Puebla
1244_COVID+Puebla,2.0,2.0,3.0,3.0,7.0,0.13513873852271524,0.09196109609545464,0,0,4,12,2.5,5.0,5.0,7.000000000000001,Puebla
1245_COVID+Puebla,1.0,1.0,1.0,1.0,9.0,0.13513873852271524,0.08860708923341547,0,0,3,8,2.5,2.5,2.5,2.5,Puebla
1246_COVID+Puebla,1.0,1.0,2.0,4.0,14.0,0.13513873852271524,0.08860708923341547,8,0,12,17,7.0,7.0,7.0,12.6,Puebla
1247_COVID+Puebla,1.0,1.0,1.0,1.0,10.0,0.10762288814872205,0.08860708923341547,8,0,3,5,7.0,7.0,7.0,7.0,Puebla
1248_COVID+Puebla,1.0,1.0,1.0,2.0,9.0,0.06756936926135762,0.044303544616707734,3,0,2,10,7.0,7.0,7.0,7.0,Puebla
1249_COVID+Puebla,1.0,1.0,1.0,3.0,11.0,0.0,0.08860708923341547,8,0,6,11,7.0,7.0,7.0,7.0,Puebla
124_COVID+Baja+California+Sur,4.0,3.0,3.0,2.0,9.0,0.19106829183631985,0.16675646316711965,1,0,2,14,7.0,28.0,22.400000000000002,21.700000000000003,Baja_California_Sur
1250_COVID+Puebla,1.0,1.0,1.0,1.0,10.0,0.10378270207699092,0.08860708923341547,12,1,5,7,10.0,10.0,10.0,10.0,Puebla
1251_COVID+Puebla,1.0,1.0,1.0,1.0,8.0,0.1009460696054746,0.0,0,0,1,10,2.5,2.5,2.5,2.5,Puebla
1252_COVID+Puebla,1.0,1.0,1.0,2.0,9.0,0.13513873852271524,0.0,4,0,5,6,7.0,7.0,7.0,7.0,Puebla
1253_COVID+Puebla,1.0,1.0,1.0,3.0,8.0,0.09868862321733927,0.0,6,0,6,8,7.0,7.0,7.0,7.0,Puebla
1254_COVID+Puebla,1.0,2.0,3.0,3.0,9.0,0.0,0.08860708923341547,7,0,14,12,7.0,7.0,12.6,18.900000000000002,Puebla
1255_COVID+Puebla,1.0,1.0,1.0,1.0,9.0,0.0,0.08860708923341547,7,0,2,5,7.0,7.0,7.0,7.0,Puebla
1256_COVID+Puebla,1.0,1.0,1.0,1.0,10.0,0.09868862321733927,0.08046110995238946,1,0,5,10,7.0,7.0,7.0,7.0,Puebla
1257_COVID+Puebla,1.0,1.0,1.0,1.0,10.0,0.12138081333571865,0.0,2,0,4,10,7.0,7.0,7.0,7.0,Puebla
1258_COVID+Queretaro,4.0,4.0,3.0,3.0,8.0,0.1009460696054746,0.10697203027950959,0,0,5,3,2.5,10.0,10.0,8.0,Queretaro
1259_COVID+Queretaro,4.0,4.0,3.0,3.0,9.0,0.1009460696054746,0.10191057138949952,0,0,7,7,2.5,10.0,10.0,8.0,Queretaro
125_COVID+Baja+California+Sur,4.0,4.0,4.0,3.0,9.0,0.23382736174005453,0.14477278380879371,0,0,6,20,2.5,10.0,10.0,10.0,Baja_California_Sur
1260_COVID+Queretaro,4.0,4.0,3.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,9,10,2.5,10.0,10.0,8.0,Queretaro
1261_COVID+Queretaro,4.0,3.0,4.0,3.0,6.0,0.13513873852271524,0.10191057138949952,0,0,7,6,2.5,10.0,8.0,9.75,Queretaro
1262_COVID+Queretaro,4.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.10191057138949952,0,0,7,8,2.5,10.0,8.0,7.750000000000002,Queretaro
1263_COVID+Queretaro,4.0,3.0,3.0,3.0,6.5,0.13513873852271524,0.10191057138949952,0,0,4,4,2.5,10.0,8.0,7.750000000000002,Queretaro
1264_COVID+Queretaro,4.0,3.0,3.0,3.0,9.0,0.09868862321733927,0.14477278380879371,0,0,6,10,2.5,10.0,8.0,7.750000000000002,Queretaro
1265_COVID+Queretaro,3.0,3.0,4.0,3.0,6.0,0.09868862321733927,0.10191057138949952,0,0,3,8,2.5,7.5,7.500000000000001,9.5,Queretaro
1266_COVID+Queretaro,3.0,2.0,3.0,3.0,7.5,0.09868862321733927,0.10697203027950959,0,0,5,10,2.5,7.5,5.5,7.250000000000001,Queretaro
1267_COVID+Queretaro,3.0,3.0,2.0,2.0,9.0,0.0,0.18237168134188897,0,0,5,9,2.5,7.5,7.500000000000001,5.5,Queretaro
1268_COVID+Queretaro,3.0,4.0,4.0,3.0,12.0,0.1009460696054746,0.10191057138949952,0,0,3,5,2.5,7.5,9.5,9.75,Queretaro
1269_COVID+Queretaro,3.0,3.0,2.0,2.0,7.0,0.0,0.22247945472120584,2,0,4,12,7.0,21.0,21.000000000000004,15.400000000000002,Queretaro
126_COVID+Baja+California+Sur,4.0,4.0,3.0,3.0,8.0,0.23382736174005453,0.12056888333170633,1,0,2,21,7.0,28.0,28.0,22.400000000000002,Baja_California_Sur
1270_COVID+Queretaro,3.0,3.0,3.0,3.0,7.0,0.09553414591815992,0.14477278380879371,0,0,5,8,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1271_COVID+Queretaro,3.0,3.0,2.0,2.0,10.0,0.0,0.19557911951292506,0,0,5,6,2.5,7.5,7.500000000000001,5.5,Queretaro
1272_COVID+Queretaro,3.0,2.0,3.0,3.0,7.0,0.0,0.08860708923341547,0,0,8,7,2.5,7.5,5.5,7.250000000000001,Queretaro
1273_COVID+Queretaro,3.0,3.0,3.0,2.0,10.5,0.0,0.14477278380879371,0,0,2,11,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1274_COVID+Queretaro,3.0,2.0,3.0,3.0,6.5,0.0,0.10191057138949952,0,0,3,6,2.5,7.5,5.5,7.250000000000001,Queretaro
1275_COVID+Queretaro,3.0,3.0,3.0,4.0,8.0,0.11946072029985308,0.11377045680560796,0,0,6,11,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1276_COVID+Queretaro,3.0,3.0,2.0,2.0,10.0,0.11917996170181146,0.16675646316711965,7,0,5,18,7.0,21.0,21.000000000000004,15.400000000000002,Queretaro
1277_COVID+Queretaro,3.0,2.0,2.0,1.0,10.5,0.0,0.21194876683256209,1,0,5,8,7.0,21.0,15.400000000000002,14.700000000000001,Queretaro
1278_COVID+Queretaro,3.0,2.0,2.0,1.0,12.0,0.0,0.2553635524005351,0,0,1,5,2.5,7.5,5.5,5.25,Queretaro
1279_COVID+Queretaro,3.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.10191057138949952,0,0,14,12,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
127_COVID+Baja+California+Sur,3.0,3.0,2.0,3.0,11.0,0.09868862321733927,0.12056888333170633,0,0,8,24,2.5,7.5,7.500000000000001,5.5,Baja_California_Sur
1280_COVID+Queretaro,3.0,2.0,2.0,1.0,11.0,0.0,0.2333798730422092,0,0,4,10,2.5,7.5,5.5,5.25,Queretaro
1281_COVID+Queretaro,3.0,3.0,3.0,4.0,9.0,0.13513873852271524,0.10191057138949952,0,0,8,13,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1282_COVID+Queretaro,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,6,12,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1283_COVID+Queretaro,3.0,3.0,2.0,2.0,6.5,0.0,0.10191057138949952,0,0,3,7,2.5,7.5,7.500000000000001,5.5,Queretaro
1284_COVID+Queretaro,3.0,4.0,4.0,3.0,10.0,0.09868862321733927,0.09531510295749379,0,0,7,12,2.5,7.5,9.5,9.75,Queretaro
1285_COVID+Queretaro,3.0,4.0,3.0,3.0,8.0,0.10762288814872205,0.08860708923341547,0,0,8,9,2.5,7.5,9.5,7.750000000000002,Queretaro
1286_COVID+Queretaro,3.0,3.0,3.0,4.0,11.0,0.13513873852271524,0.09162152755674402,0,0,6,10,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1287_COVID+Queretaro,3.0,3.0,3.0,3.0,8.0,0.09868862321733927,0.10191057138949952,0,0,0,6,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
1288_COVID+Queretaro,3.0,3.0,4.0,3.0,9.0,0.0,0.16675646316711965,0,0,4,4,2.5,7.5,7.500000000000001,9.5,Queretaro
1289_COVID+Queretaro,3.0,3.0,3.0,2.0,11.0,0.0,0.14477278380879371,0,0,3,7,2.5,7.5,7.500000000000001,7.500000000000001,Queretaro
128_COVID+Baja+California+Sur,3.0,3.0,3.0,3.0,9.5,0.10893429245957537,0.09778955975646253,0,0,10,26,2.5,7.5,7.500000000000001,7.500000000000001,Baja_California_Sur
1290_COVID+Queretaro,3.0,3.0,3.0,2.0,10.0,0.09237966861898057,0.2022308605909671,4,0,5,12,7.0,21.0,21.000000000000004,21.000000000000004,Queretaro
1291_COVID+Queretaro,2.0,3.0,3.0,3.0,8.5,0.13513873852271524,0.10191057138949952,0,0,9,13,2.5,5.0,7.000000000000001,7.250000000000001,Queretaro
1292_COVID+Queretaro,2.0,1.0,1.0,1.0,10.0,0.0,0.09861283717349666,0,0,3,8,2.5,5.0,3.0000000000000004,2.75,Queretaro
1293_COVID+Queretaro,2.0,2.0,2.0,1.0,9.0,0.0,0.08860708923341547,0,0,6,6,2.5,5.0,5.0,5.0,Queretaro
1294_COVID+Queretaro,2.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.10191057138949952,0,0,4,13,2.5,5.0,7.000000000000001,7.250000000000001,Queretaro
1295_COVID+Queretaro,2.0,2.0,2.0,1.0,10.5,0.0,0.18567766621140416,0,0,3,5,2.5,5.0,5.0,5.0,Queretaro
1296_COVID+Queretaro,2.0,3.0,2.0,3.0,7.5,0.13513873852271524,0.08860708923341547,5,0,1,3,7.0,14.0,19.6,14.700000000000001,Queretaro
1297_COVID+Queretaro,2.0,3.0,3.0,2.0,12.0,0.09237966861898057,0.19557911951292506,0,0,8,10,2.5,5.0,7.000000000000001,7.250000000000001,Queretaro
1298_COVID+Queretaro,2.0,2.0,1.0,1.0,12.0,0.0,0.08860708923341547,4,0,3,6,7.0,14.0,14.0,8.400000000000002,Queretaro
1299_COVID+Queretaro,2.0,1.0,1.0,1.0,12.0,0.0,0.18897540042740701,2,0,4,7,7.0,14.0,8.400000000000002,7.700000000000001,Queretaro
