fileExtracted,Color0,Color2,Color4,Color8,relevante,topic_covid,topic_econ,delta,omicron,alza_casos,baja_casos,R0,R0_2,R0_4,R0_8,lugar
1846_COVID+Yucatan,2.0,2.0,3.0,3.0,9.0,0.0,0.08860708923341547,0,0,4,5,2.5,5.0,5.0,7.000000000000001,Yucatan
1847_COVID+Yucatan,1.0,1.0,1.0,2.0,7.0,0.04934431160866964,0.15576462348795667,12,0,5,3,7.0,7.0,7.0,7.0,Yucatan
1848_COVID+Yucatan,1.0,1.0,1.0,1.0,5.0,0.09868862321733927,0.09196109609545464,0,0,4,6,2.5,2.5,2.5,2.5,Yucatan
1849_COVID+Yucatan,1.0,1.0,2.0,2.0,8.5,0.13513873852271524,0.044303544616707734,1,1,5,10,10.0,10.0,10.0,18.0,Yucatan
184_COVID+CDMX,4.0,4.0,3.0,3.0,11.0,0.13513873852271524,0.12768177620026755,0,0,6,8,2.5,10.0,10.0,8.0,CDMX
1850_COVID+Yucatan,1.0,1.0,1.0,2.0,7.5,0.04934431160866964,0.08860708923341547,0,0,4,8,2.5,2.5,2.5,2.5,Yucatan
1851_COVID+Yucatan,1.0,1.0,1.0,2.0,8.0,0.13513873852271524,0.10444130083450456,5,1,2,9,10.0,10.0,10.0,10.0,Yucatan
1852_COVID+Yucatan,1.0,1.0,2.0,2.0,6.5,0.0,0.08860708923341547,0,0,2,7,2.5,2.5,2.5,4.5,Yucatan
1853_COVID+Yucatan,1.0,2.0,2.0,1.0,9.0,0.13513873852271524,0.08860708923341547,1,0,11,17,7.0,7.0,12.6,13.3,Yucatan
1854_COVID+Zacatecas,4.0,3.0,3.0,3.0,10.0,0.23829449420574592,0.10191057138949952,0,0,4,8,2.5,10.0,8.0,7.750000000000002,Zacatecas
1855_COVID+Zacatecas,4.0,4.0,3.0,3.0,8.0,0.09237966861898057,0.10191057138949952,0,0,3,9,2.5,10.0,10.0,8.0,Zacatecas
1856_COVID+Zacatecas,4.0,4.0,3.0,3.0,7.5,0.11691368087002726,0.10444130083450456,0,0,6,12,2.5,10.0,10.0,8.0,Zacatecas
1857_COVID+Zacatecas,4.0,4.0,4.0,3.0,7.0,0.0,0.10191057138949952,0,0,3,10,2.5,10.0,10.0,10.0,Zacatecas
1858_COVID+Zacatecas,4.0,4.0,4.0,3.0,6.0,0.09868862321733927,0.10191057138949952,0,0,5,10,2.5,10.0,10.0,10.0,Zacatecas
1859_COVID+Zacatecas,4.0,3.0,3.0,4.0,8.0,0.11691368087002726,0.10191057138949952,0,0,11,19,2.5,10.0,8.0,7.750000000000002,Zacatecas
185_COVID+CDMX,4.0,3.0,3.0,3.0,8.0,0.09868862321733927,0.08860708923341547,1,0,3,10,7.0,28.0,22.400000000000002,21.700000000000003,CDMX
1860_COVID+Zacatecas,4.0,3.0,3.0,3.0,9.0,0.23382736174005453,0.10697203027950959,0,0,8,13,2.5,10.0,8.0,7.750000000000002,Zacatecas
1861_COVID+Zacatecas,3.0,3.0,4.0,4.0,7.0,0.13513873852271524,0.15576462348795667,0,0,6,12,2.5,7.5,7.500000000000001,9.5,Zacatecas
1862_COVID+Zacatecas,3.0,3.0,3.0,3.0,11.0,0.12138081333571865,0.12587240704415165,0,0,1,14,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1863_COVID+Zacatecas,3.0,3.0,4.0,3.0,8.5,0.13754582749585376,0.10191057138949952,0,0,14,16,2.5,7.5,7.500000000000001,9.5,Zacatecas
1864_COVID+Zacatecas,3.0,3.0,3.0,3.0,10.0,0.13513873852271524,0.18237168134188897,1,0,9,20,7.0,21.0,21.000000000000004,21.000000000000004,Zacatecas
1865_COVID+Zacatecas,3.0,3.0,3.0,4.0,11.0,0.29139158848584856,0.14477278380879371,0,0,15,13,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1866_COVID+Zacatecas,3.0,2.0,2.0,2.0,10.0,0.09868862321733927,0.12056888333170633,0,0,2,13,2.5,7.5,5.5,5.25,Zacatecas
1867_COVID+Zacatecas,3.0,2.0,2.0,1.0,9.5,0.13513873852271524,0.08046110995238946,38,0,4,6,7.0,21.0,15.400000000000002,14.700000000000001,Zacatecas
1868_COVID+Zacatecas,3.0,3.0,3.0,2.0,7.0,0.13513873852271524,0.14477278380879371,0,0,7,13,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1869_COVID+Zacatecas,3.0,2.0,2.0,2.0,10.0,0.09868862321733927,0.14477278380879371,0,0,2,6,2.5,7.5,5.5,5.25,Zacatecas
186_COVID+CDMX,4.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,5,13,2.5,10.0,8.0,7.750000000000002,CDMX
1870_COVID+Zacatecas,3.0,3.0,3.0,3.0,7.0,0.0,0.10191057138949952,0,0,6,7,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1871_COVID+Zacatecas,3.0,3.0,3.0,3.0,11.0,0.3437076962769119,0.10191057138949952,0,0,6,13,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1872_COVID+Zacatecas,3.0,3.0,3.0,3.0,8.5,0.13513873852271524,0.13267083357025003,0,0,8,16,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1873_COVID+Zacatecas,3.0,4.0,3.0,3.0,9.0,0.23829449420574592,0.10191057138949952,0,0,4,10,2.5,7.5,9.5,7.750000000000002,Zacatecas
1874_COVID+Zacatecas,3.0,2.0,2.0,1.0,9.0,0.10762288814872205,0.10191057138949952,3,0,2,8,7.0,21.0,15.400000000000002,14.700000000000001,Zacatecas
1875_COVID+Zacatecas,3.0,3.0,3.0,2.0,7.0,0.09237966861898057,0.14477278380879371,0,0,7,9,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1876_COVID+Zacatecas,3.0,3.0,3.0,2.0,11.0,0.12138081333571865,0.10444130083450456,0,0,7,14,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1877_COVID+Zacatecas,3.0,3.0,3.0,3.0,6.0,0.04934431160866964,0.10191057138949952,0,0,3,4,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1878_COVID+Zacatecas,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,3,10,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1879_COVID+Zacatecas,3.0,3.0,4.0,4.0,8.0,0.09868862321733927,0.10191057138949952,1,0,6,9,7.0,21.0,21.000000000000004,26.6,Zacatecas
187_COVID+CDMX,4.0,4.0,4.0,3.0,10.5,0.0,0.17533932767901445,0,0,7,12,2.5,10.0,10.0,10.0,CDMX
1880_COVID+Zacatecas,3.0,3.0,3.0,4.0,10.0,0.23608480812818983,0.10191057138949952,0,0,9,15,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1881_COVID+Zacatecas,3.0,3.0,4.0,3.0,7.0,0.10315575568303066,0.19051766062291497,0,0,7,14,2.5,7.5,7.500000000000001,9.5,Zacatecas
1882_COVID+Zacatecas,3.0,4.0,4.0,3.0,8.0,0.13513873852271524,0.10191057138949952,0,0,4,9,2.5,7.5,9.5,9.75,Zacatecas
1883_COVID+Zacatecas,3.0,3.0,3.0,2.0,13.0,0.0,0.10191057138949952,0,0,5,12,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1884_COVID+Zacatecas,3.0,3.0,3.0,4.0,7.5,0.18132857283220552,0.10697203027950959,0,0,8,9,2.5,7.5,7.500000000000001,7.500000000000001,Zacatecas
1885_COVID+Zacatecas,2.0,2.0,2.0,1.0,6.0,0.0,0.10191057138949952,0,0,2,8,2.5,5.0,5.0,5.0,Zacatecas
1886_COVID+Zacatecas,2.0,1.0,1.0,1.0,14.0,0.09868862321733927,0.1569204914972993,0,0,7,9,2.5,5.0,3.0000000000000004,2.75,Zacatecas
1887_COVID+Zacatecas,2.0,2.0,2.0,2.0,7.0,0.0,0.10697203027950959,0,0,1,13,2.5,5.0,5.0,5.0,Zacatecas
1888_COVID+Zacatecas,2.0,2.0,2.0,2.0,9.0,0.13513873852271524,0.10191057138949952,0,0,8,21,2.5,5.0,5.0,5.0,Zacatecas
1889_COVID+Zacatecas,2.0,2.0,1.0,1.0,10.0,0.0,0.14477278380879371,0,0,7,6,2.5,5.0,5.0,3.0000000000000004,Zacatecas
188_COVID+CDMX,4.0,3.0,3.0,3.0,10.0,0.23382736174005453,0.10697203027950959,0,0,3,14,2.5,10.0,8.0,7.750000000000002,CDMX
1890_COVID+Zacatecas,2.0,2.0,1.0,1.0,6.0,0.0,0.12587240704415165,6,0,5,10,7.0,14.0,14.0,8.400000000000002,Zacatecas
1891_COVID+Zacatecas,2.0,2.0,2.0,1.0,10.0,0.09868862321733927,0.10191057138949952,0,0,5,16,2.5,5.0,5.0,5.0,Zacatecas
1892_COVID+Zacatecas,2.0,2.0,2.0,2.0,6.0,0.0,0.10191057138949952,0,0,0,9,2.5,5.0,5.0,5.0,Zacatecas
1893_COVID+Zacatecas,2.0,2.0,2.0,1.0,8.0,0.13513873852271524,0.10191057138949952,0,0,5,12,2.5,5.0,5.0,5.0,Zacatecas
1894_COVID+Zacatecas,2.0,3.0,3.0,2.0,10.5,0.04934431160866964,0.08046110995238946,11,0,8,8,7.0,14.0,19.6,20.300000000000004,Zacatecas
1895_COVID+Zacatecas,2.0,2.0,2.0,2.0,7.0,0.09237966861898057,0.10697203027950959,0,0,1,11,2.5,5.0,5.0,5.0,Zacatecas
1896_COVID+Zacatecas,2.0,1.0,1.0,1.0,9.0,0.10762288814872205,0.14477278380879371,5,0,6,10,7.0,14.0,8.400000000000002,7.700000000000001,Zacatecas
1897_COVID+Zacatecas,2.0,2.0,2.0,2.0,8.0,0.09868862321733927,0.10191057138949952,0,0,6,15,2.5,5.0,5.0,5.0,Zacatecas
1898_COVID+Zacatecas,2.0,1.0,1.0,2.0,17.0,0.13513873852271524,0.16675646316711965,7,0,10,14,7.0,14.0,8.400000000000002,7.700000000000001,Zacatecas
1899_COVID+Zacatecas,1.0,1.0,1.0,3.0,10.0,0.13513873852271524,0.09162152755674402,5,0,10,17,7.0,7.0,7.0,7.0,Zacatecas
189_COVID+CDMX,4.0,4.0,4.0,3.0,12.0,0.09808118534798574,0.15576462348795667,0,0,10,15,2.5,10.0,10.0,10.0,CDMX
18_COVID+Aguascalientes,3.0,3.0,2.0,2.0,8.5,0.09868862321733927,0.12587240704415165,0,0,8,3,2.5,7.5,7.500000000000001,5.5,Aguascalientes
1900_COVID+Zacatecas,1.0,1.0,1.0,2.0,7.0,0.0,0.18237168134188897,3,0,3,8,7.0,7.0,7.0,7.0,Zacatecas
1901_COVID+Zacatecas,1.0,1.0,1.0,1.0,6.0,0.0,0.09778955975646253,2,0,2,5,7.0,7.0,7.0,7.0,Zacatecas
1902_COVID+Zacatecas,1.0,1.0,1.0,1.0,8.0,0.0,0.08860708923341547,1,0,2,8,7.0,7.0,7.0,7.0,Zacatecas
1903_COVID+Zacatecas,1.0,2.0,3.0,2.0,10.0,0.09868862321733927,0.08860708923341547,7,0,10,15,7.0,7.0,12.6,18.900000000000002,Zacatecas
1904_COVID+Zacatecas,1.0,1.0,1.0,3.0,7.0,0.0,0.13267083357025003,5,2,2,4,10.0,10.0,10.0,10.0,Zacatecas
1905_COVID+Zacatecas,1.0,1.0,1.0,3.0,8.0,0.0,0.08860708923341547,0,2,0,5,10.0,10.0,10.0,10.0,Zacatecas
1906_COVID+Zacatecas,1.0,1.0,1.0,2.0,9.0,0.09868862321733927,0.10697203027950959,0,0,3,10,2.5,2.5,2.5,2.5,Zacatecas
1907_COVID+Zacatecas,1.0,1.0,2.0,3.0,8.0,0.09868862321733927,0.08860708923341547,2,0,4,6,7.0,7.0,7.0,12.6,Zacatecas
1908_COVID+Zacatecas,1.0,1.0,2.0,3.0,7.0,0.1012356626471651,0.15576462348795667,0,2,3,8,10.0,10.0,10.0,18.0,Zacatecas
1909_COVID+Zacatecas,1.0,1.0,2.0,3.0,10.0,0.13513873852271524,0.08860708923341547,8,1,7,8,10.0,10.0,10.0,18.0,Zacatecas
190_COVID+CDMX,3.0,3.0,3.0,2.0,9.0,0.0,0.08860708923341547,0,0,3,0,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
1910_COVID+Zacatecas,1.0,1.0,2.0,3.0,11.0,0.13513873852271524,0.14477278380879371,6,0,9,12,7.0,7.0,7.0,12.6,Zacatecas
1911_COVID+Zacatecas,1.0,1.0,1.0,3.0,12.0,0.09868862321733927,0.14477278380879371,13,0,8,13,7.0,7.0,7.0,7.0,Zacatecas
1912_COVID+Zacatecas,1.0,2.0,3.0,1.0,7.5,0.13513873852271524,0.14477278380879371,4,0,11,11,7.0,7.0,12.6,18.900000000000002,Zacatecas
191_COVID+CDMX,3.0,3.0,4.0,4.0,9.5,0.13513873852271524,0.14477278380879371,0,0,16,18,2.5,7.5,7.500000000000001,9.5,CDMX
192_COVID+CDMX,3.0,3.0,3.0,3.0,7.0,0.09553414591815992,0.19051766062291497,0,0,6,7,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
193_COVID+CDMX,3.0,3.0,3.0,3.0,7.0,0.0,0.17863706189501732,0,0,0,10,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
194_COVID+CDMX,3.0,2.0,2.0,1.0,5.0,0.13513873852271524,0.08860708923341547,5,0,1,1,7.0,21.0,15.400000000000002,14.700000000000001,CDMX
195_COVID+CDMX,3.0,3.0,2.0,2.0,4.0,0.0,0.10191057138949952,10,0,4,4,7.0,21.0,21.000000000000004,15.400000000000002,CDMX
196_COVID+CDMX,3.0,3.0,3.0,3.0,8.0,0.20631151136606132,0.16906819918580493,0,0,5,11,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
197_COVID+CDMX,3.0,3.0,3.0,3.0,9.0,0.2427616266714373,0.16675646316711965,0,0,6,13,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
198_COVID+CDMX,3.0,3.0,3.0,3.0,9.0,0.18132857283220552,0.14477278380879371,0,0,4,7,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
199_COVID+CDMX,3.0,3.0,2.0,1.0,10.0,0.1986899016011906,0.09525883031145749,0,0,9,12,2.5,7.5,7.500000000000001,5.5,CDMX
19_COVID+Aguascalientes,3.0,3.0,3.0,2.0,7.0,0.09868862321733927,0.10191057138949952,0,0,4,6,2.5,7.5,7.500000000000001,7.500000000000001,Aguascalientes
1_COVID+Aguascalientes,4.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.16675646316711965,0,0,10,14,2.5,10.0,8.0,7.750000000000002,Aguascalientes
200_COVID+CDMX,3.0,3.0,3.0,4.0,8.0,0.13513873852271524,0.18237168134188897,0,0,9,13,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
201_COVID+CDMX,3.0,3.0,4.0,4.0,9.0,0.13513873852271524,0.17571994026384696,0,0,9,12,2.5,7.5,7.500000000000001,9.5,CDMX
202_COVID+CDMX,3.0,4.0,4.0,4.0,8.0,0.13513873852271524,0.08860708923341547,0,0,10,18,2.5,7.5,9.5,9.75,CDMX
203_COVID+CDMX,3.0,3.0,3.0,3.0,10.0,0.13513873852271524,0.16675646316711965,1,0,7,8,7.0,21.0,21.000000000000004,21.000000000000004,CDMX
204_COVID+CDMX,3.0,3.0,3.0,2.0,7.0,0.09868862321733927,0.08860708923341547,0,0,4,8,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
205_COVID+CDMX,3.0,3.0,3.0,3.0,7.0,0.1009460696054746,0.09531510295749379,0,0,4,16,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
206_COVID+CDMX,3.0,3.0,3.0,2.0,10.0,0.12138081333571865,0.08860708923341547,0,0,3,1,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
207_COVID+CDMX,3.0,3.0,3.0,3.0,6.0,0.13513873852271524,0.10697203027950959,3,0,4,10,7.0,21.0,21.000000000000004,21.000000000000004,CDMX
208_COVID+CDMX,3.0,3.0,3.0,3.0,9.5,0.13513873852271524,0.09196109609545464,1,0,4,7,7.0,21.0,21.000000000000004,21.000000000000004,CDMX
209_COVID+CDMX,3.0,3.0,3.0,4.0,10.0,0.13513873852271524,0.19557911951292506,0,0,11,9,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
20_COVID+Aguascalientes,3.0,3.0,3.0,3.0,8.5,0.11691368087002726,0.10191057138949952,0,0,7,8,2.5,7.5,7.500000000000001,7.500000000000001,Aguascalientes
210_COVID+CDMX,3.0,3.0,3.0,2.0,8.0,0.0,0.08860708923341547,0,0,4,9,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
211_COVID+CDMX,3.0,2.0,2.0,2.0,10.0,0.11804240406409491,0.08860708923341547,0,0,5,7,2.5,7.5,5.5,5.25,CDMX
212_COVID+CDMX,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.08860708923341547,0,0,4,6,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
213_COVID+CDMX,3.0,3.0,2.0,1.0,11.0,0.09868862321733927,0.08860708923341547,0,0,7,10,2.5,7.5,7.500000000000001,5.5,CDMX
214_COVID+CDMX,3.0,3.0,3.0,3.0,6.5,0.04618983430949029,0.10191057138949952,0,0,3,12,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
215_COVID+CDMX,3.0,3.0,3.0,3.0,8.0,0.0,0.08860708923341547,4,0,7,10,7.0,21.0,21.000000000000004,21.000000000000004,CDMX
216_COVID+CDMX,3.0,3.0,3.0,4.0,8.5,0.10428447887709832,0.08860708923341547,0,0,9,11,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
217_COVID+CDMX,3.0,3.0,3.0,3.0,9.0,0.09868862321733927,0.10444130083450456,0,0,4,9,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
218_COVID+CDMX,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.10191057138949952,0,0,6,9,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
219_COVID+CDMX,3.0,3.0,2.0,2.0,4.0,0.0,0.0,6,0,1,1,7.0,21.0,21.000000000000004,15.400000000000002,CDMX
21_COVID+Aguascalientes,3.0,3.0,3.0,3.0,8.5,0.10893429245957537,0.17533932767901445,0,0,7,10,2.5,7.5,7.500000000000001,7.500000000000001,Aguascalientes
220_COVID+CDMX,3.0,3.0,3.0,3.0,9.0,0.0,0.08860708923341547,0,0,2,7,2.5,7.5,7.500000000000001,7.500000000000001,CDMX
221_COVID+CDMX,2.0,2.0,3.0,3.0,3.5,0.0,0.0,0,0,1,1,2.5,5.0,5.0,7.000000000000001,CDMX
222_COVID+CDMX,2.0,2.0,1.0,1.0,3.0,0.09868862321733927,0.0,4,0,2,3,7.0,14.0,14.0,8.400000000000002,CDMX
223_COVID+CDMX,2.0,1.0,2.0,3.0,4.0,0.0,0.0,0,0,2,3,2.5,5.0,3.0000000000000004,4.75,CDMX
224_COVID+CDMX,2.0,2.0,1.0,2.0,5.0,0.04618983430949029,0.0,0,0,2,4,2.5,5.0,5.0,3.0000000000000004,CDMX
225_COVID+CDMX,2.0,3.0,3.0,2.0,4.0,0.0,0.0,4,0,1,1,7.0,14.0,19.6,20.300000000000004,CDMX
226_COVID+CDMX,2.0,3.0,3.0,2.0,3.5,0.0,0.0,9,0,2,1,7.0,14.0,19.6,20.300000000000004,CDMX
227_COVID+CDMX,2.0,2.0,2.0,1.0,6.0,0.13513873852271524,0.14477278380879371,6,0,1,4,7.0,14.0,14.0,14.0,CDMX
228_COVID+CDMX,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0,0,2,2,2.5,5.0,3.0000000000000004,4.75,CDMX
229_COVID+CDMX,2.0,1.0,1.0,1.0,4.0,0.13513873852271524,0.0,7,0,1,1,7.0,14.0,8.400000000000002,7.700000000000001,CDMX
22_COVID+Aguascalientes,3.0,2.0,2.0,2.0,5.0,0.09553414591815992,0.17709480169950936,6,0,6,13,7.0,21.0,15.400000000000002,14.700000000000001,Aguascalientes
230_COVID+CDMX,2.0,2.0,2.0,3.0,4.0,0.0,0.0,1,0,1,3,7.0,14.0,14.0,14.0,CDMX
231_COVID+CDMX,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0,0,2,1,2.5,5.0,5.0,3.0000000000000004,CDMX
232_COVID+CDMX,1.0,1.0,1.0,2.0,6.0,0.0,0.08046110995238946,3,0,1,2,7.0,7.0,7.0,7.0,CDMX
233_COVID+CDMX,1.0,2.0,2.0,3.0,5.0,0.11917996170181146,0.0,2,0,2,3,7.0,7.0,12.6,13.3,CDMX
234_COVID+CDMX,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0,0,2,2,2.5,2.5,2.5,2.5,CDMX
235_COVID+CDMX,1.0,1.0,1.0,1.0,7.0,0.053811444074361024,0.0,1,0,2,2,7.0,7.0,7.0,7.0,CDMX
236_COVID+CDMX,1.0,1.0,1.0,2.0,5.0,0.13513873852271524,0.0,2,0,2,4,7.0,7.0,7.0,7.0,CDMX
237_COVID+CDMX,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1,0,1,4,7.0,7.0,7.0,7.0,CDMX
238_COVID+CDMX,1.0,1.0,1.0,1.0,7.0,0.09868862321733927,0.0,4,0,2,1,7.0,7.0,7.0,7.0,CDMX
239_COVID+CDMX,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2,2,1,5,10.0,10.0,10.0,10.0,CDMX
23_COVID+Aguascalientes,3.0,3.0,2.0,3.0,8.0,0.12715935011226334,0.10191057138949952,0,0,3,10,2.5,7.5,7.500000000000001,5.5,Aguascalientes
240_COVID+CDMX,1.0,1.0,2.0,2.0,8.5,0.13513873852271524,0.10794199314460007,7,0,20,13,7.0,7.0,7.0,12.6,CDMX
241_COVID+CDMX,1.0,1.0,1.0,2.0,6.0,0.13513873852271524,0.08860708923341547,2,1,3,5,10.0,10.0,10.0,10.0,CDMX
242_COVID+Campeche,4.0,3.0,3.0,3.0,6.5,0.11946072029985308,0.10444130083450456,0,0,12,17,2.5,10.0,8.0,7.750000000000002,Campeche
243_COVID+Campeche,4.0,3.0,3.0,3.0,6.0,0.13513873852271524,0.16675646316711965,2,0,6,7,7.0,28.0,22.400000000000002,21.700000000000003,Campeche
244_COVID+Campeche,3.0,2.0,2.0,1.0,8.0,0.09868862321733927,0.08860708923341547,1,0,4,10,7.0,21.0,15.400000000000002,14.700000000000001,Campeche
245_COVID+Campeche,3.0,3.0,2.0,2.0,7.0,0.18448305013138488,0.09196109609545464,2,0,7,10,7.0,21.0,21.000000000000004,15.400000000000002,Campeche
246_COVID+Campeche,3.0,3.0,3.0,2.0,6.0,0.09868862321733927,0.14477278380879371,0,0,4,9,2.5,7.5,7.500000000000001,7.500000000000001,Campeche
247_COVID+Campeche,3.0,3.0,3.0,2.0,7.5,0.2193220482270171,0.10697203027950959,0,0,3,10,2.5,7.5,7.500000000000001,7.500000000000001,Campeche
248_COVID+Campeche,3.0,2.0,2.0,1.0,9.0,0.23382736174005453,0.08860708923341547,1,0,4,16,7.0,21.0,15.400000000000002,14.700000000000001,Campeche
249_COVID+Campeche,3.0,3.0,3.0,3.0,5.0,0.11691368087002726,0.10114356661850168,0,0,2,12,2.5,7.5,7.500000000000001,7.500000000000001,Campeche
24_COVID+Aguascalientes,3.0,3.0,3.0,4.0,7.0,0.09237966861898057,0.10191057138949952,0,0,1,6,2.5,7.5,7.500000000000001,7.500000000000001,Aguascalientes
250_COVID+Campeche,3.0,3.0,3.0,2.0,6.0,0.13513873852271524,0.08860708923341547,0,0,5,11,2.5,7.5,7.500000000000001,7.500000000000001,Campeche
251_COVID+Campeche,3.0,3.0,3.0,2.0,6.0,0.13513873852271524,0.10191057138949952,1,0,6,8,7.0,21.0,21.000000000000004,21.000000000000004,Campeche
252_COVID+Campeche,3.0,3.0,2.0,2.0,10.0,0.13513873852271524,0.0,3,0,6,15,7.0,21.0,21.000000000000004,15.400000000000002,Campeche
253_COVID+Campeche,3.0,2.0,2.0,1.0,8.5,0.23892144059970616,0.0,0,0,4,9,2.5,7.5,5.5,5.25,Campeche
254_COVID+Campeche,2.0,1.0,1.0,1.0,11.0,0.13513873852271524,0.08860708923341547,0,0,3,12,2.5,5.0,3.0000000000000004,2.75,Campeche
255_COVID+Campeche,2.0,2.0,2.0,2.0,10.0,0.20325450124444822,0.09463596588007256,1,0,10,21,7.0,14.0,14.0,14.0,Campeche
256_COVID+Campeche,2.0,2.0,3.0,2.0,8.0,0.0,0.0,1,0,9,14,7.0,14.0,14.0,19.6,Campeche
257_COVID+Campeche,2.0,1.0,1.0,1.0,5.0,0.0,0.10191057138949952,0,0,2,7,2.5,5.0,3.0000000000000004,2.75,Campeche
258_COVID+Campeche,2.0,1.0,1.0,1.0,7.0,0.21786858491915073,0.08860708923341547,0,0,6,18,2.5,5.0,3.0000000000000004,2.75,Campeche
259_COVID+Campeche,2.0,1.0,1.0,1.0,12.0,0.13513873852271524,0.08860708923341547,0,0,0,7,2.5,5.0,3.0000000000000004,2.75,Campeche
25_COVID+Aguascalientes,3.0,4.0,3.0,2.0,8.5,0.09237966861898057,0.13433351727830958,0,0,2,9,2.5,7.5,9.5,7.750000000000002,Aguascalientes
260_COVID+Campeche,2.0,1.0,1.0,1.0,9.5,0.0,0.10080399807979107,0,0,5,10,2.5,5.0,3.0000000000000004,2.75,Campeche
261_COVID+Campeche,2.0,2.0,2.0,3.0,6.5,0.13513873852271524,0.04023055497619473,19,0,8,6,7.0,14.0,14.0,14.0,Campeche
262_COVID+Campeche,2.0,2.0,2.0,1.0,4.0,0.13513873852271524,0.08860708923341547,1,0,2,5,7.0,14.0,14.0,14.0,Campeche
263_COVID+Campeche,2.0,3.0,3.0,2.0,10.5,0.13513873852271524,0.10697203027950959,1,0,14,20,7.0,14.0,19.6,20.300000000000004,Campeche
264_COVID+Campeche,2.0,2.0,1.0,1.0,5.0,0.04934431160866964,0.10444130083450456,0,0,2,6,2.5,5.0,5.0,3.0000000000000004,Campeche
265_COVID+Campeche,2.0,2.0,2.0,2.0,8.5,0.09868862321733927,0.16675646316711965,1,0,7,13,7.0,14.0,14.0,14.0,Campeche
266_COVID+Campeche,2.0,1.0,1.0,1.0,9.0,0.09981734641140694,0.08860708923341547,0,0,4,13,2.5,5.0,3.0000000000000004,2.75,Campeche
267_COVID+Campeche,2.0,2.0,2.0,1.0,6.0,0.13513873852271524,0.08860708923341547,0,0,2,8,2.5,5.0,5.0,5.0,Campeche
268_COVID+Campeche,2.0,2.0,1.0,1.0,12.0,0.04618983430949029,0.08860708923341547,0,0,4,9,2.5,5.0,5.0,3.0000000000000004,Campeche
269_COVID+Campeche,2.0,2.0,2.0,1.0,6.0,0.09868862321733927,0.0,1,0,3,9,7.0,14.0,14.0,14.0,Campeche
26_COVID+Aguascalientes,3.0,3.0,3.0,3.0,9.0,0.33637567955373165,0.10191057138949952,0,0,12,11,2.5,7.5,7.500000000000001,7.500000000000001,Aguascalientes
270_COVID+Campeche,2.0,2.0,1.0,1.0,10.5,0.13513873852271524,0.08860708923341547,0,0,2,14,2.5,5.0,5.0,3.0000000000000004,Campeche
271_COVID+Campeche,2.0,2.0,3.0,2.0,9.0,0.23382736174005453,0.08860708923341547,4,0,6,12,7.0,14.0,14.0,19.6,Campeche
272_COVID+Campeche,2.0,2.0,2.0,1.0,9.0,0.21786858491915073,0.12056888333170633,0,0,2,7,2.5,5.0,5.0,5.0,Campeche
273_COVID+Campeche,2.0,2.0,1.0,1.0,4.0,0.09868862321733927,0.08046110995238946,0,0,3,13,2.5,5.0,5.0,3.0000000000000004,Campeche
274_COVID+Campeche,2.0,2.0,2.0,3.0,9.0,0.13513873852271524,0.16675646316711965,2,0,12,17,7.0,14.0,14.0,14.0,Campeche
